created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text,city
2024-10-23T03:30:10.000Z,Northeast PA,,,,False,"homeless, homelessness","When the [ORGANIZATION] temps hit [ORGANIZATION], a non-profit that helps people experiencing homelessness and food insecurity wants to be ready.
[URL]",scranton
2024-10-01T08:32:02.000Z,"Scranton, PA",,,,False,homeless,"It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one local charity but last DATE1 I split between two as we raised so much

The first one was a homeless-specific charity and the second is a family support charity. [URL]",scranton
2024-09-18T00:15:26.000Z,"Oceanside, CA",,,,False,"homeless, homelessness","Homelessness In [LOCATION], PA - Part 1 [URL] via [USER]",scranton
2024-08-10T08:19:11.000Z,,,,,False,homeless,"[USER] [USER] [USER] Theres 200,000 [ORGANIZATION] homeless.  

There are 70,000 people in [PERSON].  

You want [ORGANIZATION] to build the equivalent of three GPE1s sprinkled among existing [ORGANIZATION] towns, cities and neighborhoods. 

I don't think you completely understand what an enormous task that is.",scranton
2024-10-29T15:42:52.000Z,,,,,False,"homeless, homelessness","PERSON0 PERSON1 [USER] [ORGANIZATION] who says she will not change anything:
Highest in history, homelessness,
Highest in history, illegal immigration,
Average mortgage $1000 higher
13,000 convicted murderes let in the [ORGANIZATION],
Over 57,000 women sex trafficked,
Highest inflation in [ORGANIZATION], 
Wars in",scranton
2024-09-06T10:40:28.000Z,"Harrisburg, Pa",,,,False,affordable housing,"[ORGANIZATION]: Green, [ORGANIZATION] To Bring Old Lots New Life  [URL]",scranton
2024-08-01T22:53:13.000Z,"Greenville, NC",,,,False,homeless,[USER] [USER] Thanks for the follow. I have family in [ORGANIZATION] and [PERSON]. My wife’s cousin is a Pastor at [ORGANIZATION] and my brother in law is a pastor in [PERSON]. He also runs the homeless mission there. If you are looking for a church feel free to reach out.,scranton
2024-08-23T04:43:02.000Z,SPREADING LOVE!!!!,"Scranton, PA",United States,city,False,homeless,"[USER] I got 3 new medical problems after being forced to get 2 covid [ORGANIZATION]; 2 boosters. I literally ended up homeless during a pandemic! My [PERSON] no longer works. Caused weight gain, now I'm on medication for diabetes. Severe Eczema DATE0 now.",scranton
2024-11-05T16:10:08.000Z,,,,,False,homeless,[USER] so people in places like [ORGANIZATION] going hungry and homeless have to watch [ORGANIZATION] parade around with the most spoiled celebrities. Makes sense,scranton
2024-11-13T09:19:56.000Z,"Levittown, PA",,,,False,homeless,"[USER] Please do not lose touch with our reality. We are still here. [USER] 
I am still freezing outside homeless  in [ORGANIZATION] pa. I need [PERSON] pa [USER] and upstate NY [USER] please help me.
I miss my kid too. The investigations almost over",scranton
2024-12-23T22:50:12.000Z,,,,,False,homeless,"[USER] Oh my “F’ING” —-, R U kidding me?  What about the HOMELESS AMERICANS that move from [ORGANIZATION] to [ORGANIZATION]?  Really, THIS HAS GOT TO BE A JOKE…. Tell me it isn’t so [ORGANIZATION] from [ORGANIZATION], tell me it isn’t so…. UNFRICKENUNBELIEVABLE",scranton
2024-09-24T16:30:24.000Z,PA,,,,False,beggar,"While [ORGANIZATION]  is having a fun time in [ORGANIZATION] with the international beggar, on the taxpayer dime, we are having trouble just affording gas to get to work......  Great photo op you asshat.  PLEASE fellow Pennsylvanians, [ORGANIZATION] FOR [USER]",scranton
2024-09-10T15:47:52.000Z,Pennsylvania,,,,False,affordable housing,"BIG NEWS: A coalition of around 20 local companies, farms, [ORGANIZATION]; housing advocates receives a $23 million dollar federal grant to build innovative, affordable housing in [ORGANIZATION], [PERSON].

#ActOnClimate 

[URL]",scranton
2024-09-24T20:03:46.000Z,,,,,False,,"They did this in [PERSON] threw all of their belongings away and bulldozed their encampment down by the river where [ORGANIZATION] goes anyway! 
[URL]",scranton
2024-10-06T16:41:14.000Z,,,,,False,homeless,"[USER] [USER] Deport them ALL [USER] is this what [ORGANIZATION] is paying for?  I think not! Homeless in [ORGANIZATION], [PERSON]…..drug addicted brothers and sisters? Is this what we are paying for?",scranton
2024-10-28T22:50:56.000Z,,,,,False,homeless,"[USER] [USER] PERSON0 [USER] [PERSON] spends $451 billion a year on housing, healthcare, [ORGANIZATION]; education for illegals

[USER] spends hundreds of billions more on wars killing kids

Only $3 billion for homeless vets &amp; $750 for hurricane victims

#[PERSON] YOU

[USER] 

#PERSON3 #PERSON4",scranton
2024-10-17T20:01:22.000Z,"Scranton, PA",,,,False,unhoused,"📋 [ORGANIZATION] is accepting applications for our [ORGANIZATION] (CDBG)

✨ Organizations offering support for senior citizens, unhoused individuals, public safety, child care, &amp; more can apply.

🔗 For more details visit: [URL] [URL]",scranton
2024-07-24T22:07:58.000Z,,,,,False,homeless,"Are you kidding me?  This is a [ORGANIZATION] issue?

What about homeless?  What about inflation?  What about crime in [ORGANIZATION] and [PERSON] and GPE2?

Seriously?  [ORGANIZATION] and tampons? [URL]",scranton
2024-11-26T16:04:39.000Z,,,,,False,affordable housing,"[USER] [USER] “Wow one town”

Plenty of affordable housing.  Right down the [STREET]:

[URL]",scranton
2024-10-23T23:20:18.000Z,Parts unknown,,,,False,homeless,"[ORGANIZATION] created PERSON1, and that didn't work out so hot, did it? PERSON2, POTUS with the [ORGANIZATION], PERSON3 from [ORGANIZATION], creates tons of 'em (jobs). Why, I work 3 myself, all low-paying, and am still poor and homeless. YOU-- great job, freak! We're all better off when you lose yours. [ORGANIZATION]",scranton
2024-08-22T18:58:42.000Z,,,,,False,homeless,[USER] Isn't [ORGANIZATION] homeless?  Have fun finding him PERSON1!! Once the [ORGANIZATION] lawsuit is dismissed and [ORGANIZATION] wins her lawsuit you will be laying on the kitchen floor pissing yourself trying to text the [ORGANIZATION] girl in between slugs of liquor!!!,scranton
2024-10-11T15:06:18.000Z,"Scranton, PA",,,,False,"homeless, homelessness","With DATE0 on the horizon, construction is now
underway on the new, permanent location for FAC0, an emergency shelter for men experiencing homelessness, which is operated by [ORGANIZATION] of the Diocese of [ORGANIZATION].

[PERSON]",scranton
2024-09-17T13:15:00.000Z,"Harrisburg, PA",,,,False,affordable housing,"[ORGANIZATION] will become home to innovative, green affordable housing developments
[PERSON]",scranton
2024-10-29T18:48:33.000Z,Pennsylvania ,,,,False,,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] 15 min cities.. 
you will own nothing and be happy .. no cars etc 
Local progress supposedly paid for their entire trip abroad .. bringing communism to our neighborhood.. 
wondering owns properties, switch hands, contractors, real estate, grants, [ORGANIZATION]

[URL] [URL] [URL]",scranton
2024-07-26T19:50:37.000Z,,"Scranton, PA",United States,city,False,homeless,[USER] I don't really follow this s*** too much but I saw this headline [ORGANIZATION] homeless people so where are they supposed to go? what are they supposed to live? Does this guy have any idea how dumb he sounds now is he going to provide homes in a roof over these homeless?,scranton
2024-10-04T20:58:56.000Z,"District of Columbia, USA",,,,False,homeless,[USER] My name is [ORGANIZATION] I am homeless in [ORGANIZATION]. I am here tweeting for [PERSON] I need your help. I want pen to go blue [ORGANIZATION] . why they don't have you thought the state. We need you. All my GOD you are a star.  [USER] [USER] [USER] [USER],scranton
2024-07-27T10:17:14.000Z,,,,,False,homeless,"[USER] Pay attention to this, it’s happening [ORGANIZATION], [PERSON], [ORGANIZATION]-all [ORGANIZATION]-all of a sudden hundreds of homeless being “processed”. They are being registered to vote and probably cast a ballot, they are not all illegals.  Look at GPE3 near PERSON0 hometown of [PERSON].",scranton
2024-10-29T21:18:04.000Z,,,,,False,homeless,PERSON0 PERSON1 [USER] PERSON2 Why does PERSON3 always look homeless?!,scranton
2024-10-29T18:35:27.000Z,,,,,False,homeless,PERSON0 PERSON1 [USER] PERSON2 Stop dressing like a fucking homeless guy you’re a politician. Present yourself better. Bum. PERSON3,scranton
2024-10-05T14:50:36.000Z,Tennessee,,,,False,"homeless, homelessness",Homelessness In [LOCATION] - Part 1 ([URL],scranton
2024-10-31T15:19:15.000Z,,,,,False,homeless,"[ORGANIZATION] [USER] [USER] [USER] 
to pay all expenses for me to stay in a hotel until I was approved for an apt. [ORGANIZATION] told him no. He wanted me living homeless on the streets. I have tried to leave the [ORGANIZATION] but [ORGANIZATION] won't let me leave. He's illegally",scranton
2024-09-12T12:16:55.000Z,"Virginia Beach, VA",,,,False,homeless,…I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church where I was Can you help? My friend did. When a nation’s citizens are denied care to foist political power through mass immigration then we need better policy.,scranton
2024-10-04T21:03:36.000Z,"District of Columbia, USA",,,,False,homeless,[USER] PERSON0 is [PERSON] and came to [ORGANIZATION] and homeless to help PERSON2 and the [USER] win the Election. I want all the seat in [ORGANIZATION] to go [ORGANIZATION]. investigate me I used to live [ADDRESS] ny ny [DATE] and I am King. I u to campaihard [USER],scranton
2024-09-25T14:00:50.000Z,,,,,False,homeless,"The states do back the slumlords! I can attest to that! Called code office for help ended up in a roach infested hotel where they house the homeless! I'll never rely on [PERSON] 

[URL] [URL]",scranton
2024-12-29T21:33:09.000Z,"Pennsylvania, USA",,,,False,,Tell me again why [ORGANIZATION] wants [ORGANIZATION]'s name on its [STREET] signs. [URL],scranton
2024-10-04T20:49:12.000Z,"District of Columbia, USA",,,,False,homeless,[USER] My name is [ORGANIZATION] and I am king of the [ORGANIZATION]. Can you investigate me. I am homeless in [PERSON] and I tweeting for PERSON1,scranton
2024-09-03T20:33:03.000Z,Everywhere ,,,,False,homeless,[USER] Poor [ORGANIZATION] has been an awful filthy town since [ORGANIZATION] so all the sudden you’re gonna raise it from the homeless death that it is?  No you’re talking gibberish,scranton
2024-11-13T16:13:16.000Z,New Jersey,,,,False,affordable housing,[ORGANIZATION] to [PERSON] gets 3rd tower [ORGANIZATION] affordable housing • GPE3 advances [ORGANIZATION]; [ORGANIZATION]  transport in [ORGANIZATION] - #transitfriendlyplanning #NJTOD #Amtrak #affordablehousing #BRT [URL],scranton
2024-09-23T21:56:34.000Z,,,,,False,homeless,How dose killing innocent people benefit the people of [ORGANIZATION] fixing roads making sure basic services are working making sure the state is functioning effectively making sure people of [ORGANIZATION] are[LOCATION] homeless make sure the people of [ORGANIZATION] have access to all the services [URL],scranton
2024-10-09T20:32:54.000Z,"Pennsylvania, USA",,,,False,homeless,"[USER] Happening Now! PERSON0 in [ORGANIZATION] low energy, small crowd of worn out dead enders and losers.  Heck even the local homeless camp by the river is pissed this loser showed up.  Have a PERSON1 !",scranton
2024-08-28T21:47:32.000Z,"North Carolina, USA",,,,False,homeless,"[ORGANIZATION] And you’ll probably make it your priority to hand over the keys to them to illegal immigrants. 

A priority would be not a single homeless veteran in the [ORGANIZATION]. Don’t think it’s that huge, [STREET] around [ORGANIZATION]. Those FAC0 soldiers deserve better than they’ve received!",fayetteville
2024-10-23T22:37:31.000Z,Northwest Arkansas,,,,False,unhoused,[ORGANIZATION] opens respite cabins for [ORGANIZATION]'s chronically unhoused [URL],fayetteville
2024-09-10T13:44:18.000Z,"Fayetteville, NC",,,,False,homeless,[USER] [USER] I used the address [ORGANIZATION] gave me  in [ORGANIZATION] when I was  homeless to vote twice for [ORGANIZATION],fayetteville
2024-08-27T16:33:53.000Z,SW Ohio,,,,False,homeless,"[USER] Buy a good used car for my friend who is driving a DATE0 Neon with no [ORGANIZATION], broken windows and a transmission ready to die.  She needs decent transportation and [ORGANIZATION] as she lives in [PERSON] and the heat is killing her.  She was homeless for [LOCATION] and trying to get back up. 😏",fayetteville
2024-11-16T03:11:41.000Z,"710 W Market st Greensboro, NC",,,,False,homeless,"PERSON0 I need you to edit it because she wasn’t homeless and she had her own [STREET].  Baby girl was visiting her mother, her father had custody. I’m from [ORGANIZATION] and she wasn’t found near [ORGANIZATION] she was found in [PERSON]. I was on my [STREET] to class [ORGANIZATION] she was found.",fayetteville
2024-11-19T22:09:44.000Z,,,,,False,homeless,"[USER] DoD---if would be great to take their empty buildings and make them [ORGANIZATION].  Make it like habitat and have the Vets who are able to help to do so.  [ORGANIZATION], [PERSON] did a great job in a homeless community there.  That concept could work in these empty buildings.",fayetteville
2024-12-06T13:00:10.000Z,"Fayetteville, NC",,,,False,unhoused,Construction of the future FAC0 in [ORGANIZATION] will have an impact to some of the city's unhoused residents. [URL],fayetteville
2024-11-22T01:53:50.000Z,,,,,False,affordable housing,Affordable housing and access to healthy food go hand in hand. [ORGANIZATION] needs policies that prioritize both to tackle poverty at its root. #FoodSecurity,fayetteville
2024-11-20T17:36:04.000Z,,,,,False,homeless,[ORGANIZATION] is hosting their DATE0 Sleep Out event to bring awareness to the homeless population of [ORGANIZATION]. If you can participate please fill out the link below👇 This is a great social action event! [ORGANIZATION]; Clothing donation is needed for admission [URL],fayetteville
2024-10-07T22:44:52.000Z,"Horatio, AR &Magnolia, TX",,,,False,"homeless, homelessness",[USER] [USER] Arrogant fuckers. Yall are going to limp into [ORGANIZATION] with 2 [ORGANIZATION] losses and we’re going to spank yalls pansy asses. Then [ORGANIZATION] will. Enjoy the Independence Bowl losers. Also enjoy that pos town yall call home. Homelessness and pot is all you see there.,fayetteville
2024-12-12T23:00:01.000Z,"117 Dick St, Fayetteville NC ",,,,False,"homeless, homelessness","Join us DATE0, at [TIME] in FAC0 at [ORGANIZATION] ([ADDRESS]., [ORGANIZATION]) to discuss workforce opportunities for underemployed, re-entering workers, and those facing homelessness.

For more info, visit: [ORGANIZATION] [URL]",fayetteville
2024-12-15T23:02:51.000Z,,,,,False,homeless,"[USER] [USER] [USER] [ORGANIZATION] is pretty with the [ORGANIZATION] mountains but, [ORGANIZATION] is [STREET] better than [PERSON] if you are comparing towns! [ORGANIZATION] doesn’t have a bunch of homeless walking around! [PERSON] is getting messy!",fayetteville
2024-09-19T15:28:07.000Z,"Bentonville, Arkansas",,,,False,housing crisis,"[ORGANIZATION] will probably never be able to compete again with smaller, regional cities in the single-family housing market, so it needs to find its niche, members of the city's [ORGANIZATION]. [URL]",fayetteville
2024-09-10T13:58:43.000Z,"Fayetteville, NC",,,,False,homeless,[USER] Arrest them for what?  Are they registering Illegals to vote are they falsifying information? It's not illegal to Give homeless people an address to vote. [ORGANIZATION] gave me a [STREET] address  and I voted for [ORGANIZATION] twice in [ORGANIZATION] GPE1,fayetteville
2024-11-25T05:24:04.000Z,,,,,False,,Schools in the FAC0 area struggle due to high poverty rates. We need to invest in resources and build community partnerships to improve outcomes for students. [ORGANIZATION] should be our priority. [URL],fayetteville
2024-10-20T13:26:01.000Z,"Springdale, Arkansas","Springdale, AR",United States,city,False,homeless,Our Be Love Ministry served over 300 meals to the homeless [ORGANIZATION]! #gosafellowship #serveothers #serveGod #belove [URL],fayetteville
2024-09-09T10:20:11.000Z,"Fayetteville, NC",,,,False,affordable housing,New affordable housing development in the works for [ORGANIZATION]. Here's what to know. [URL],fayetteville
2024-08-31T20:00:07.000Z,Northwest Arkansas,,,,False,"homeless, homelessness",A [ORGANIZATION]-based startup working to end homelessness will have the chance to win $1 million DATE0. [URL],fayetteville
2024-10-22T13:28:00.000Z,"North Carolina, USA",,,,False,homeless,"[ORGANIZATION] Still no word on investing in [ORGANIZATION]’s veterans. I invite you to [PERSON], [PERSON] - to witness yourself the outrageous number of homeless veterans on its streets. Helping our veterans should be your #1 priority! They come in a variety of colors, you know.",fayetteville
2024-09-27T00:30:07.000Z,Northwest Arkansas,,,,False,homeless,Recent fire prompts addition to nuisance lawsuit over homeless camping situation in [ORGANIZATION] [URL],fayetteville
2024-10-17T13:00:09.000Z,Northwest Arkansas,,,,False,housing crisis,[ORGANIZATION]'s [ORGANIZATION] started pinning down some early ideas to present to ORG1 and heard from a developer about how difficult it can be to build in the city. [URL],fayetteville
2024-11-08T21:11:45.000Z,,,,,False,"homeless, beggar","[PERSON] and the homeless are on every [STREET] corner in [ORGANIZATION], [PERSON] unless it's [ORGANIZATION]. [ORGANIZATION]",fayetteville
2024-11-08T20:49:40.000Z,,,,,False,affordable housing,"[ORGANIZATION] approves a plan (450,000 grant) for adding affordable housing in [ORGANIZATION] (FAC0). This plan came about in [ORGANIZATION] and this article came out in [LOCATION].
[PERSON] via [ORGANIZATION]",fayetteville
2024-09-16T19:25:16.000Z,"Fayetteville, AR",,,,False,affordable housing,"For this [ORGANIZATION]'s [ORGANIZATION] events, we're partnering with [ORGANIZATION] to divert reusable items from the landfill and support its mission to provide decent and affordable housing for ORG1.

Learn more, including what's accepted: [URL] [URL]",fayetteville
2024-12-04T21:19:59.000Z,"Stolen land, Imperial Core",,,,False,homeless,"Local presbyterian lady pastor who came to encampment in [ORGANIZATION], [PERSON] straight up lied to my face about providing help. 
Her [ORGANIZATION] used my info to help city breakup encampment after I refused to accept placement in a $200 p/month [INSTITUTION] in GPE2, [PERSON]. [URL]",fayetteville
2024-11-22T17:52:05.000Z,,,,,False,homeless,"‘A mecca for crime’: [ORGANIZATION] sues homeowners providing housing to homeless 
Source: [URL] [URL]",fayetteville
2024-10-18T23:08:08.000Z,"Raleigh, NC",,,,False,homeless,[USER] [ORGANIZATION] is terrible too. Got called a “bitch” on FAC0 because I didn’t give a homeless woman money😂,fayetteville
2024-09-06T10:41:23.000Z,"Stolen land, Imperial Core",,,,False,homeless,"75/[ADDRESS] appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds to cover 2 tanks gas &amp; wiper blades for the van. Please help an old homeless nonbinary queer w/no fam survive and learn to thrive💜 [URL]",fayetteville
2024-11-25T13:14:43.000Z,,,,,False,affordable housing,Investing in affordable housing on FAC0 means investing in [ORGANIZATION]’s future. Let’s make sure everyone has a safe [STREET] to call home. #AffordableHousingNow,fayetteville
2024-11-15T00:35:13.000Z,,,,,False,"homeless, homelessness","Many experiencing homelessness in the FAC0 area of [ORGANIZATION] struggle to find transportation to shelters, jobs, or medical care. Reliable public transit is a must! #FixNCTransit #[ORGANIZATION]",fayetteville
2024-12-17T04:00:12.000Z,"Fort Smith - Fayetteville, AR",,,,False,,"""Our whole mission is purpose over profit,"" [ORGANIZATION] Manager [PERSON] said. ""We want to do as much as we can to help."" [URL]",fayetteville
2024-11-20T15:10:46.000Z,,,,,False,homeless,"[ORGANIZATION] to reallocate more than $71,000 to [ORGANIZATION] 
Source: ORG1ORG2; [PERSON] [URL]",fayetteville
2024-12-24T18:17:16.000Z,,,,,False,homeless,[USER] So sad. Last I saw he was homeless in [ORGANIZATION]. I truly feel [ORGANIZATION] is partly blame.,fayetteville
2024-09-19T21:37:03.000Z,"Rogers, Arkansas",,,,False,housing crisis,[ORGANIZATION] listening to housing strategies | Click on the image to read the full story [URL],fayetteville
2024-12-04T16:15:00.000Z,Little Rock AR,,,,False,housing crisis,"Winds of change in [ORGANIZATION]: [ORGANIZATION] ousts incumbent PERSON1 in mayor's race on platform focused on the city's housing crisis, improving public transit. [ORGANIZATION] reports.
#[PERSON] #arpx #arnews [URL]",fayetteville
2024-10-05T06:37:05.000Z,"Fayetteville, NC",,,,False,homeless,"[USER] I'm in [ORGANIZATION]  and this my 3rd ORG0 event -My first was [ORGANIZATION] when i was homeless my 2nd was [LOCATION] when I was still homeless by grace of God I'm not longer homeless.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024",fayetteville
2024-11-11T16:06:32.000Z,,,,,False,homeless,[USER] I quite literally do tho???? I give money to homeless people all the time in [ORGANIZATION] stop speaking on shit u dont know about cock muncher,fayetteville
2024-09-10T14:21:45.000Z,"Fayetteville, NC",,,,False,homeless,"[USER] Facts [PERSON] board of elections when I was homeless gave me a [STREET] address when I was homeless and [ORGANIZATION] also allowed me to use the [STREET] address so I could get a [ORGANIZATION] id card.
I voted twice for [ORGANIZATION]",fayetteville
2024-11-23T00:31:43.000Z,,,,,False,homeless,[USER] [USER] By the [STREET] here in [ORGANIZATION] nc there alot of business and abandoned places here that could use yall help and homeless is terrible and we need to Audit GPE1 as a while. But [ORGANIZATION] could use some up due. [ORGANIZATION] nc need to be investigated bad asap,fayetteville
2024-08-28T13:47:15.000Z,,,,,False,homeless,"Advocates concerned about busing [ORGANIZATION]'s homeless to [PERSON]
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]",fayetteville
2024-09-18T18:58:54.000Z,"Oak Hill, WV","Oak Hill, WV",United States,city,False,housing crisis,"[USER] [USER] [ORGANIZATION] put a cap on them 
PERSON1 put a cap on them 
It is possible, do your research 

I'm not against people owning their own businesses.
However, we have a housing crisis.
Personally, I have a home BUT many people do not.",fayetteville
2024-10-27T23:24:39.000Z,,,,,False,homeless,"[USER] She kinda right though , look at the soldiers they don’t even offer help that done went crazy .. u can go to [ORGANIZATION] start there homeless and crazy on the [STREET] . War vets it’s sickening but she right",fayetteville
2024-09-09T10:00:29.000Z,"Fayetteville, NC",,,,False,affordable housing,A new housing development is intended to enhance affordable housing options for residents [ORGANIZATION] and older in [ORGANIZATION]. [PERSON],fayetteville
2024-11-25T13:11:04.000Z,,,,,False,"homeless, homelessness","The FAC0 area of [ORGANIZATION] has a growing homelessness problem, but lack of public transportation is keeping many people stuck. Let’s work together to fix this. #[PERSON] #[ORGANIZATION]",fayetteville
2024-09-02T08:45:12.000Z,"Fayetteville, NC",,,,False,homeless,[USER] Yeah I'm not homeless anymore but I was homeless with my mother for [ORGANIZATION]. It's great to be off the streets [LOCATION] in the [STREET] I'm at. Not a lot of shelters here in [PERSON] though people feed you on the streets,fayetteville
2024-10-24T12:30:11.000Z,"Fort Smith - Fayetteville, AR",,,,False,,"""If it wasn't for these people, I'd probably be dead by now,"" a former medical respite patient said. ""Thank God for them, I'm not.""  [URL]",fayetteville
2024-12-13T21:50:33.000Z,Northwest Arkansas,,,,False,housing crisis,HOUSING CRISIS TIMELINE: [ORGANIZATION] ranked second most competitive small rental market in GPE1 [URL],fayetteville
2024-11-23T19:55:15.000Z,,,,,False,affordable housing,"[ORGANIZATION]’s FAC0 is undergoing major changes to address housing challenges in one of its most under-resourced areas. The #FAC1 initiative plans affordable housing renovations, but progress depends on securing competitive [ORGANIZATION] funding.
[URL]",fayetteville
2024-11-18T19:04:15.000Z,Northwest Ark. ↔️ Northern Va.,,,,False,housing crisis,"In the Mayor’s race, [ORGANIZATION] incumbent [ORGANIZATION] faced [PERSON], the CEO of [ORGANIZATION], the [ORGANIZATION]’s tourism marketing org. As the housing crisis rose in importance to campaigns, PERSON2 capitalized on some of [ORGANIZATION]'s public missteps.

The runoff is on [ORGANIZATION]",fayetteville
2024-12-21T17:04:48.000Z,"Missouri, USA",,,,False,homeless,"[USER] Operating costs and lunch are two different things.
Try comparing it to [ORGANIZATION] spending $2 billion on the homeless [ORGANIZATION].",san francisco
2024-12-02T23:59:51.000Z,,,,,False,homeless,No wonder the homeless  problem  in [ORGANIZATION]  is so bad [URL],san francisco
2024-12-06T11:49:45.000Z,,,,,False,homeless,"[USER] I wouldn't be bragging.  [ORGANIZATION] is a criminal haven.  How many homeless, how many businesses shuttering because of crime?  Might want to educate yourself before bragging.  Just saying.",san francisco
2024-12-04T00:48:25.000Z,"Texas, USA",,,,False,homeless,[USER] What about the homeless that disappeared from [ORGANIZATION]? Where are they?,san francisco
2024-12-28T22:17:08.000Z,,,,,False,homeless,"[USER] [USER] Who took care of the shit problems in [ORGANIZATION]? Or even the homeless &amp; crime ridden areas of your ""Great State""?
Are those [ORGANIZATION]"", buster? 😐",san francisco
2024-12-04T01:08:22.000Z,Anywhere ,,,,False,"homeless, homelessness","Another major business is abandoning [ORGANIZATION] since it became a hub of drug addicts, drug dealers, violent crime and homelessness.👇 [URL]",san francisco
2024-12-18T18:31:30.000Z,,,,,False,homeless,"These tents cost about $30 from [ORGANIZATION]. In [ORGANIZATION] the city gives homeless people free food, clothes, and shelter and up to $1000 or more a month in cash depending on the program. All people ask in return is for the recipients to be decent neighbors. [URL]",san francisco
2024-12-27T01:02:30.000Z,Los Angeles ,,,,False,homeless,"[ORGANIZATION] has lived homeless on the same [STREET] in [ORGANIZATION] for [ORGANIZATION]. She has tried the shelter system but always ended up back in the same spot because she feels it's safe.
[URL]",san francisco
2024-11-29T15:26:26.000Z,"Dallas Texas, USA ",,,,False,homeless,"[USER] I say new [ORGANIZATION] claws back all of it!! Nothing would make me happier than seeing [ORGANIZATION] homeless “south of market”
In [ORGANIZATION] 
She a slimy POS",san francisco
2024-12-08T15:43:46.000Z,,,,,False,homeless,[USER] “It’s a bit like me saying the [ORGANIZATION] foreign policy is dictated by homeless man [PERSON] in [PERSON].”,san francisco
2024-12-30T18:17:52.000Z,"Los Angeles, California.",,,,False,homeless,"[[ORGANIZATION]SER] …[ORGANIZATION] don’t straighten it out

Which means: [ORGANIZATION] R going 2 B politically homeless, the last [STREET] in the world a guy like [ORGANIZATION] wants 2 B

How do [ORGANIZATION] know [ORGANIZATION] can trust me?

Even though I’ve known the address of [ORGANIZATION]r  [ORGANIZATION] getaway apartment &amp; another piece of info [ORGANIZATION] wouldn’t want…",san francisco
2024-12-26T06:53:07.000Z,"Sacramento, CA",,,,False,homeless,"[USER] [USER] Fuck PERSON0. You’re giving him credit for turning the state into the homeless capital of [ORGANIZATION] in the first [STREET]. He destroyed [PERSON], is politically destroying the state, and now brainwashed idiots like you thank him for the baseline of what the job should be.",san francisco
2024-12-10T16:01:40.000Z,,,,,False,homeless,"[USER] To add, for [ORGANIZATION] and [PERSON] ares homeless is a protest from [ORGANIZATION]. This attitude would not grow in GPE2 climes. The goldielox zone to live and sit is the [ORGANIZATION] clime",san francisco
2024-12-25T21:24:04.000Z,,,,,False,homeless,So now we know the shit in the streets of [ORGANIZATION] wasn’t the homeless but actually Indians,san francisco
2024-12-13T06:44:46.000Z,,,,,False,homeless,"Company holiday party discussion topics:
⁃Sharing pizza with homeless people
⁃Eating ass during camping trips
⁃Is [ORGANIZATION] the most beautiful city in the country?
⁃“Denver is the dirtiest city I’ve been to”
⁃What’s a cocktail?

(I initiated none of these)",san francisco
2024-12-11T16:58:48.000Z,"Michigan, USA",,,,False,homeless,"PERSON0 Was in [ORGANIZATION]. Beautiful city … with many homeless &amp; drug addicts … [ORGANIZATION] has toothpaste, toothbrushes, garbage bags, etc locked up behind plastic storage…. Surprising to see.",san francisco
2024-12-08T01:41:04.000Z,San Francisco,,,,False,,"As most of us in recovery from drug addiction will attest, *getting* clean and sober is only half the battle. The other half is *staying* clean and sober. [ORGANIZATION] can do more to support long-term recovery — and that should start with [ORGANIZATION]. ([ORGANIZATION])
[URL]",san francisco
2024-12-01T01:48:02.000Z,"San Francisco, CA",,,,False,"homeless, homelessness","Deeply ironic that deep blue cities like [ORGANIZATION] have privatized government, except instead of competent companies they chose corrupt unaudited nonprofits that have somehow managed to increase homelessness and drug deaths and decrease infrastructural capability. [URL]",san francisco
2024-12-08T05:10:01.000Z,,,,,False,homeless,"[USER] [USER] [USER] Except [ORGANIZATION] gives away free needles free places to shoot up,put 1/2 their city homeless n shitting on the streets,you can steal anything under $950 GPE1 isn’t any better thanks to these two and [ORGANIZATION]",san francisco
2024-11-30T15:01:58.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] I agree.  Back in [ORGANIZATION], I wrote this blog post titled;
""Spending Other People's Money or How Would PERSON0 Help the GPE0 Homeless?""
[URL]",san francisco
2024-12-19T14:24:07.000Z,Southern California,,,,False,homeless,"[ORGANIZATION] [ORGANIZATION] is where the money is in the homeless industry.  If there was a similar infrastructure in [PERSON], they'd be there.  And then they could ride the HSR to [ORGANIZATION] (in [ORGANIZATION])",san francisco
2024-12-25T01:27:12.000Z,California,,,,False,"homeless, unhoused","[USER] [USER] Most progressives I've talked to, even in [ORGANIZATION], want to house the unhoused. They point to countries like [PERSON], where the homeless are placed in housing funded by the government.",san francisco
